Bandit,Reward,Algorithm
2,4.773995010483593,EpsilonGreedy
2,2.3352420754845777,EpsilonGreedy
0,0.5580023894213184,EpsilonGreedy
1,3.389511423326983,EpsilonGreedy
0,2.2659362587055343,EpsilonGreedy
3,3.1332595977348983,EpsilonGreedy
0,2.7300244938421834,EpsilonGreedy
2,4.2326501583151765,EpsilonGreedy
2,5.207427435184995,EpsilonGreedy
2,3.522742469329446,EpsilonGreedy
2,4.495826525507176,EpsilonGreedy
2,3.746580591913232,EpsilonGreedy
2,2.2523486832431345,EpsilonGreedy
2,2.0151323941932047,EpsilonGreedy
2,1.144362534221325,EpsilonGreedy
1,0.22054519622118485,EpsilonGreedy
2,2.304018824248885,EpsilonGreedy
2,1.2258659402996215,EpsilonGreedy
3,6.361601261344557,EpsilonGreedy
3,4.034993084250265,EpsilonGreedy
3,5.039606170639319,EpsilonGreedy
3,3.7582719576508006,EpsilonGreedy
3,4.0135385491314155,EpsilonGreedy
3,4.337374122584387,EpsilonGreedy
3,4.370852326700521,EpsilonGreedy
3,5.174307145074716,EpsilonGreedy
3,3.2788242021278045,EpsilonGreedy
3,2.2975763996079817,EpsilonGreedy
3,6.075459354425952,EpsilonGreedy
3,4.127757690102184,EpsilonGreedy
3,4.9137569517560475,EpsilonGreedy
3,4.466268032223494,EpsilonGreedy
3,3.2719650804884726,EpsilonGreedy
3,3.3896865809958245,EpsilonGreedy
3,4.286552065022162,EpsilonGreedy
3,4.867717797618755,EpsilonGreedy
0,1.0744452583512198,EpsilonGreedy
3,2.035445995081123,EpsilonGreedy
3,4.029417463850214,EpsilonGreedy
3,3.0119286075179432,EpsilonGreedy
3,4.975423654963431,EpsilonGreedy
3,3.6238260362951404,EpsilonGreedy
3,3.406801499999244,EpsilonGreedy
3,2.6698003069670198,EpsilonGreedy
3,3.6200161722435897,EpsilonGreedy
3,4.687101485563159,EpsilonGreedy
3,2.437074142168903,EpsilonGreedy
3,4.313146090480001,EpsilonGreedy
3,3.3869218736174442,EpsilonGreedy
3,3.0882029870735113,EpsilonGreedy
3,5.007427928530037,EpsilonGreedy
3,4.579849873525471,EpsilonGreedy
3,3.965612918321227,EpsilonGreedy
3,3.2959085938590706,EpsilonGreedy
3,4.517491541695646,EpsilonGreedy
3,3.7648440331249278,EpsilonGreedy
3,1.7802587901503526,EpsilonGreedy
3,5.790465633142053,EpsilonGreedy
3,5.717212522476446,EpsilonGreedy
3,4.506574145315295,EpsilonGreedy
3,4.9097065622142875,EpsilonGreedy
3,4.323729942683595,EpsilonGreedy
3,5.0439087400770966,EpsilonGreedy
3,3.518103616951533,EpsilonGreedy
2,4.959411342388286,EpsilonGreedy
3,1.974954237002529,EpsilonGreedy
3,4.120747363097139,EpsilonGreedy
3,4.74821561718723,EpsilonGreedy
3,4.81234132997682,EpsilonGreedy
3,4.499740144865173,EpsilonGreedy
3,3.0026785312240993,EpsilonGreedy
3,2.899956887379303,EpsilonGreedy
3,4.76094939312833,EpsilonGreedy
3,4.323468847856895,EpsilonGreedy
3,5.51886562363154,EpsilonGreedy
3,3.6459998872498267,EpsilonGreedy
3,5.267298645054353,EpsilonGreedy
3,4.332764977254117,EpsilonGreedy
3,4.4562708952022305,EpsilonGreedy
3,5.544544451456138,EpsilonGreedy
3,4.253816476549627,EpsilonGreedy
3,4.283725355771037,EpsilonGreedy
3,2.5881111239287726,EpsilonGreedy
3,2.1231313441261053,EpsilonGreedy
3,4.553856166003211,EpsilonGreedy
3,3.469325440226376,EpsilonGreedy
3,4.020315998234625,EpsilonGreedy
3,3.8060361294473375,EpsilonGreedy
3,4.665653437912331,EpsilonGreedy
3,3.1015770593904097,EpsilonGreedy
3,4.079227014090613,EpsilonGreedy
3,3.7256034264776474,EpsilonGreedy
3,2.9510083226815125,EpsilonGreedy
3,3.9248794120261685,EpsilonGreedy
3,4.403085961219367,EpsilonGreedy
3,5.471929368973272,EpsilonGreedy
3,3.6083801892803984,EpsilonGreedy
3,4.1399781061145635,EpsilonGreedy
3,5.395352929756955,EpsilonGreedy
3,3.6410640737577387,EpsilonGreedy
3,3.45107958667778,EpsilonGreedy
3,3.0219422939157163,EpsilonGreedy
3,4.177192329198988,EpsilonGreedy
3,3.9700319929524577,EpsilonGreedy
3,4.197018932543476,EpsilonGreedy
3,0.7689449920806877,EpsilonGreedy
3,3.658738283793414,EpsilonGreedy
3,3.7820537378970585,EpsilonGreedy
3,6.2007020992171284,EpsilonGreedy
2,3.6882969302220885,EpsilonGreedy
3,3.219517697345624,EpsilonGreedy
3,3.879240611290379,EpsilonGreedy
3,2.03184958867062,EpsilonGreedy
3,3.781862040685353,EpsilonGreedy
3,4.596261848624893,EpsilonGreedy
3,2.560892727110928,EpsilonGreedy
3,5.654476931644958,EpsilonGreedy
3,4.6385755505568005,EpsilonGreedy
3,5.075286945372174,EpsilonGreedy
3,1.9846199869797498,EpsilonGreedy
3,5.89467587753791,EpsilonGreedy
3,5.105101483764044,EpsilonGreedy
3,5.412895254885983,EpsilonGreedy
3,3.4740978534658846,EpsilonGreedy
3,6.635685366628136,EpsilonGreedy
3,2.6317989780513855,EpsilonGreedy
3,5.119004349103271,EpsilonGreedy
3,3.6477098903509324,EpsilonGreedy
3,5.0478593786383295,EpsilonGreedy
3,3.936392351864018,EpsilonGreedy
3,4.665597193263347,EpsilonGreedy
3,4.54124102871289,EpsilonGreedy
3,5.195413946727722,EpsilonGreedy
3,5.050640822716367,EpsilonGreedy
3,3.497412477890123,EpsilonGreedy
3,4.764495920560707,EpsilonGreedy
3,2.0381120584361017,EpsilonGreedy
3,4.946549657481197,EpsilonGreedy
3,5.342694975652263,EpsilonGreedy
3,3.09493681789868,EpsilonGreedy
3,3.0405926158348127,EpsilonGreedy
3,3.173085388768283,EpsilonGreedy
3,3.990212079144283,EpsilonGreedy
2,2.465580413129246,EpsilonGreedy
3,3.831609446189387,EpsilonGreedy
3,4.000190421150756,EpsilonGreedy
3,2.2667783633253857,EpsilonGreedy
3,2.733790105648256,EpsilonGreedy
3,4.235909466354439,EpsilonGreedy
3,4.547902362770884,EpsilonGreedy
3,3.4488920360691653,EpsilonGreedy
3,5.045384921547579,EpsilonGreedy
3,3.318496323507096,EpsilonGreedy
3,5.328488318156631,EpsilonGreedy
3,3.740919131807194,EpsilonGreedy
3,4.699113686689085,EpsilonGreedy
3,3.3873881651558113,EpsilonGreedy
3,2.899933813411778,EpsilonGreedy
3,4.55892421566004,EpsilonGreedy
3,4.859367581002171,EpsilonGreedy
3,3.5180037341809673,EpsilonGreedy
3,3.6787960759457317,EpsilonGreedy
3,4.203529921850774,EpsilonGreedy
3,3.1936212925815055,EpsilonGreedy
3,4.580178382611987,EpsilonGreedy
3,2.9877082496082963,EpsilonGreedy
3,4.4005445092476085,EpsilonGreedy
3,5.621011396508515,EpsilonGreedy
3,4.552454981715853,EpsilonGreedy
3,4.260032668859864,EpsilonGreedy
3,4.8150109235200995,EpsilonGreedy
3,4.723843377707786,EpsilonGreedy
3,5.501996646214349,EpsilonGreedy
3,3.8117440791119384,EpsilonGreedy
3,4.131529046929079,EpsilonGreedy
3,4.378128327693098,EpsilonGreedy
3,3.8576821891762108,EpsilonGreedy
3,2.5642786170126386,EpsilonGreedy
3,4.470046129147683,EpsilonGreedy
3,3.837940744031558,EpsilonGreedy
3,2.801881200685445,EpsilonGreedy
3,3.4220477474971416,EpsilonGreedy
3,3.8492297280197527,EpsilonGreedy
3,5.192085837477201,EpsilonGreedy
3,4.592481354639859,EpsilonGreedy
3,3.7315366725216315,EpsilonGreedy
3,1.180531636624206,EpsilonGreedy
3,3.185636266538727,EpsilonGreedy
3,4.403095148320799,EpsilonGreedy
3,3.84922107061013,EpsilonGreedy
3,2.7273665572941743,EpsilonGreedy
3,4.484930308325852,EpsilonGreedy
3,4.029213851698598,EpsilonGreedy
3,5.129042624900004,EpsilonGreedy
3,3.4448737166761187,EpsilonGreedy
3,4.99082069493021,EpsilonGreedy
3,5.740934246871542,EpsilonGreedy
3,2.9801594611647815,EpsilonGreedy
3,3.7990482713431426,EpsilonGreedy
3,3.6452185413751454,EpsilonGreedy
3,4.257257445022074,EpsilonGreedy
3,3.1840643485499225,EpsilonGreedy
3,4.942028490226565,EpsilonGreedy
3,3.6725968739831867,EpsilonGreedy
3,4.187467359623102,EpsilonGreedy
3,2.2193274590449015,EpsilonGreedy
3,3.692063922657263,EpsilonGreedy
3,5.158063416257563,EpsilonGreedy
3,3.9385014282466657,EpsilonGreedy
3,4.799190472582503,EpsilonGreedy
3,4.389428576232833,EpsilonGreedy
3,4.918625793488113,EpsilonGreedy
3,3.869270104849403,EpsilonGreedy
3,3.8571733793746934,EpsilonGreedy
3,3.025698387466692,EpsilonGreedy
3,5.325851386471067,EpsilonGreedy
3,4.115954136348517,EpsilonGreedy
3,3.6347103320225513,EpsilonGreedy
3,3.774938232759507,EpsilonGreedy
3,3.8518987062017604,EpsilonGreedy
3,3.646075679452018,EpsilonGreedy
3,4.140665915096922,EpsilonGreedy
3,4.8786259611460805,EpsilonGreedy
3,3.3975894670184594,EpsilonGreedy
3,3.844150856833013,EpsilonGreedy
3,4.773694339908642,EpsilonGreedy
3,5.060255684750621,EpsilonGreedy
3,3.6751931338910837,EpsilonGreedy
3,1.2385040310123037,EpsilonGreedy
3,3.8695175465213416,EpsilonGreedy
3,5.405924545135022,EpsilonGreedy
3,4.0814970628710165,EpsilonGreedy
3,2.959214586114389,EpsilonGreedy
3,2.7225197881764145,EpsilonGreedy
3,3.842461418274983,EpsilonGreedy
3,4.6656784047646855,EpsilonGreedy
3,3.8284093817813245,EpsilonGreedy
3,3.753635742772877,EpsilonGreedy
3,4.934144743286509,EpsilonGreedy
3,3.278159836820887,EpsilonGreedy
3,4.039905616440056,EpsilonGreedy
3,4.16601962385009,EpsilonGreedy
3,3.025780771430057,EpsilonGreedy
3,3.674756483901086,EpsilonGreedy
3,2.8360864892730744,EpsilonGreedy
3,4.788859181176706,EpsilonGreedy
3,3.1172793935175553,EpsilonGreedy
3,5.365683126865145,EpsilonGreedy
3,4.054762363019649,EpsilonGreedy
3,3.4560545548667427,EpsilonGreedy
3,4.042095235145281,EpsilonGreedy
3,2.684888363080323,EpsilonGreedy
3,3.579223732763748,EpsilonGreedy
3,4.401264360750085,EpsilonGreedy
3,4.743419300593786,EpsilonGreedy
3,2.7324509422725494,EpsilonGreedy
3,5.061351296307086,EpsilonGreedy
3,4.0760927954078285,EpsilonGreedy
3,4.353847632381105,EpsilonGreedy
3,3.573379581406958,EpsilonGreedy
3,2.8417444406356047,EpsilonGreedy
3,3.023912084961871,EpsilonGreedy
3,4.317566812266641,EpsilonGreedy
3,4.823056482266266,EpsilonGreedy
3,4.057524387573808,EpsilonGreedy
3,4.132609747392328,EpsilonGreedy
3,5.535715748102155,EpsilonGreedy
3,4.743480265093059,EpsilonGreedy
3,5.459450918899788,EpsilonGreedy
3,4.080344658785547,EpsilonGreedy
3,1.9961378808821388,EpsilonGreedy
3,2.6598510705981484,EpsilonGreedy
3,5.962517214432594,EpsilonGreedy
3,3.35438687602524,EpsilonGreedy
3,3.9106583073924366,EpsilonGreedy
3,5.05369703774829,EpsilonGreedy
3,3.4248936333440656,EpsilonGreedy
3,2.707983266272223,EpsilonGreedy
3,3.889806074870435,EpsilonGreedy
3,2.616659330117214,EpsilonGreedy
3,3.5331810711004734,EpsilonGreedy
3,3.1928388772758223,EpsilonGreedy
3,4.259205465714665,EpsilonGreedy
3,5.625809695458631,EpsilonGreedy
3,5.613560866335344,EpsilonGreedy
3,2.8783173236826416,EpsilonGreedy
3,3.863539824013712,EpsilonGreedy
3,2.681822486812501,EpsilonGreedy
3,3.948125099906733,EpsilonGreedy
3,4.6062115827715715,EpsilonGreedy
3,3.877623704238679,EpsilonGreedy
3,4.030740074213005,EpsilonGreedy
3,3.871504165076826,EpsilonGreedy
3,5.0485726938897555,EpsilonGreedy
3,3.551547618802324,EpsilonGreedy
3,3.4868389842336946,EpsilonGreedy
3,3.5636488814229645,EpsilonGreedy
3,4.402201928626795,EpsilonGreedy
3,5.647210673131612,EpsilonGreedy
3,5.681045324093098,EpsilonGreedy
3,4.571060718304048,EpsilonGreedy
3,6.582782694935338,EpsilonGreedy
3,1.932180403834534,EpsilonGreedy
3,3.983830817235259,EpsilonGreedy
3,5.333419732401444,EpsilonGreedy
3,3.419438281723849,EpsilonGreedy
3,3.9639289448060486,EpsilonGreedy
3,3.1899622748560534,EpsilonGreedy
3,3.100238573599996,EpsilonGreedy
3,3.8740199033279166,EpsilonGreedy
3,1.8890957864263753,EpsilonGreedy
3,3.793899571923751,EpsilonGreedy
3,4.526507651647809,EpsilonGreedy
